epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,116.84659576416016,,,,,
0,19,,43.156490325927734,,,,,
0,29,,29.750137329101562,,,,,
0,39,,39.643367767333984,,,,,
0,49,,30.11258888244629,,,,,
0,59,,35.45388412475586,,,,,
0,69,,60.09780502319336,,,,,
0,79,,41.68386459350586,,,,,
0,84,,,41.99906539916992,0.0011171872029080987,64.64620208740234,0.0011174723040312529,20.670673370361328
0,84,53.22281265258789,,,,,,
1,89,,22.48118782043457,,,,,
1,99,,58.99643325805664,,,,,
1,109,,33.874393463134766,,,,,
1,119,,24.379262924194336,,,,,
1,129,,33.910884857177734,,,,,
1,139,,15.15345287322998,,,,,
1,149,,14.11303424835205,,,,,
1,159,,17.430692672729492,,,,,
1,169,,17.5327091217041,,,,,
1,169,,,10.027852058410645,0.00035442630178295076,20.17801856994629,0.0003545111685525626,8.382723808288574
1,169,26.812211990356445,,,,,,
2,179,,12.91252613067627,,,,,
2,189,,20.6159725189209,,,,,
2,199,,11.465240478515625,,,,,
2,209,,16.09503746032715,,,,,
2,219,,18.589609146118164,,,,,
2,229,,13.674790382385254,,,,,
2,239,,12.408284187316895,,,,,
2,249,,11.166522026062012,,,,,
2,254,,,11.714111328125,0.0005126088508404791,15.895564079284668,0.0005125480238348246,6.1925835609436035
2,254,17.166391372680664,,,,,,
3,259,,15.510581016540527,,,,,
3,269,,19.71881866455078,,,,,
3,279,,15.719315528869629,,,,,
3,289,,23.20220947265625,,,,,
3,299,,29.6099910736084,,,,,
3,309,,14.696529388427734,,,,,
3,319,,10.865386009216309,,,,,
3,329,,10.229058265686035,,,,,
3,339,,8.562764167785645,,,,,
3,339,,,6.698587894439697,0.0006519127055071294,7.797991752624512,0.0006514783017337322,5.447307586669922
3,339,13.315500259399414,,,,,,
4,349,,8.35953426361084,,,,,
4,359,,11.267321586608887,,,,,
4,369,,13.931971549987793,,,,,
4,379,,10.768261909484863,,,,,
4,389,,8.269486427307129,,,,,
4,399,,19.558847427368164,,,,,
4,409,,13.109886169433594,,,,,
4,419,,9.027182579040527,,,,,
4,424,,,9.59968090057373,0.0005377832567319274,12.510116577148438,0.0005376111366786063,5.697476863861084
4,424,11.296367645263672,,,,,,
5,429,,8.53307056427002,,,,,
5,439,,8.42550277709961,,,,,
5,449,,13.916207313537598,,,,,
5,459,,7.341214656829834,,,,,
5,469,,8.68382740020752,,,,,
5,479,,8.114087104797363,,,,,
5,489,,8.55898380279541,,,,,
5,499,,8.23204517364502,,,,,
5,509,,7.0450873374938965,,,,,
5,509,,,7.967203617095947,0.0005627000355161726,10.749788284301758,0.0005624059122055769,4.7479424476623535
5,509,9.655545234680176,,,,,,
6,519,,8.141595840454102,,,,,
6,529,,8.464119911193848,,,,,
6,539,,6.954833984375,,,,,
6,549,,6.949915409088135,,,,,
6,559,,10.9544677734375,,,,,
6,569,,7.430301666259766,,,,,
6,579,,7.012674808502197,,,,,
6,589,,5.955249786376953,,,,,
6,594,,,11.31883716583252,0.000480522372527048,16.69523048400879,0.00048036701628006995,5.656468868255615
6,594,8.948948860168457,,,,,,
7,599,,8.531682968139648,,,,,
7,609,,13.018280029296875,,,,,
7,619,,7.482141971588135,,,,,
7,629,,5.430377960205078,,,,,
7,639,,6.755760669708252,,,,,
7,649,,5.663129806518555,,,,,
7,659,,5.452958583831787,,,,,
7,669,,6.715631008148193,,,,,
7,679,,6.59922981262207,,,,,
7,679,,,9.645294189453125,0.0002548132906667888,17.923519134521484,0.0002547820913605392,4.9852519035339355
7,679,8.089031219482422,,,,,,
8,689,,7.7140984535217285,,,,,
8,699,,5.715633392333984,,,,,
8,709,,5.0263848304748535,,,,,
8,719,,8.987744331359863,,,,,
8,729,,6.260977268218994,,,,,
8,739,,6.3592352867126465,,,,,
8,749,,9.227911949157715,,,,,
8,759,,7.037863254547119,,,,,
8,764,,,3.7235615253448486,0.00027128480724059045,5.015570640563965,0.0002712206623982638,3.0475196838378906
8,764,7.45174503326416,,,,,,
9,769,,8.18142318725586,,,,,
9,779,,5.303974151611328,,,,,
9,789,,4.751553058624268,,,,,
9,799,,6.524744033813477,,,,,
9,809,,4.7508769035339355,,,,,
9,819,,6.21742582321167,,,,,
9,829,,5.885474681854248,,,,,
9,839,,4.494112014770508,,,,,
9,849,,11.443045616149902,,,,,
9,849,,,10.06134033203125,0.0002447162114549428,17.463237762451172,0.000244784721871838,4.871458530426025
9,849,6.815420150756836,,,,,,
10,859,,6.717822551727295,,,,,
10,869,,4.89045524597168,,,,,
10,879,,5.068014144897461,,,,,
10,889,,4.2636637687683105,,,,,
10,899,,5.937855243682861,,,,,
10,909,,7.631744384765625,,,,,
10,919,,5.781367778778076,,,,,
10,929,,5.686696529388428,,,,,
10,934,,,7.387959957122803,0.00032065773848444223,11.371282577514648,0.00032075546914711595,3.888101577758789
10,934,6.496442794799805,,,,,,
11,939,,6.050821781158447,,,,,
11,949,,6.379782199859619,,,,,
11,959,,5.708105564117432,,,,,
11,969,,6.186784744262695,,,,,
11,979,,6.948648452758789,,,,,
11,989,,5.444430828094482,,,,,
11,999,,6.344937801361084,,,,,
11,1009,,5.222825050354004,,,,,
11,1019,,5.585363388061523,,,,,
11,1019,,,19.95100975036621,0.0007995770429261029,28.938690185546875,0.0008002159302122891,9.5895357131958
11,1019,6.166517734527588,,,,,,
